X,Y,ESTACION,LAT,LON,altura geo,alt_ant_m,receptor,ant_fab,ant_ngs                                                    
-88.299224891666668	,18.495276780555557	,CHET	,18.4952767805556,	-88.2992248916667	,2.955000000000000	,0.143000000000000,
-106.08673996388889	,28.662192572222221	,CHI3	,28.6621925722222,	-106.086739963889	,1413.186999999999900	,0.234000000000000,
-103.70188391111111	,19.244442983333332	,COL2	,19.2444429833333,	-103.701883911111	,528.783999999999990	,0.160000000000000,
-107.41259656666666	,24.795085394444445	,CULC	,24.7950853944444,	-107.412596566667	,36.137999999999998	,0.146000000000000,
-110.96721558333333	,29.092546788888889	,HER2	,29.0925467888889,	-110.967215583333	,186.949000000000010	,0.230000000000000,
-90.527472797222217	,19.853457466666665	,ICAM	,19.8534574666667,	-90.5274727972222	,2.587000000000000	,0.136000000000000,
-98.187597619444446	,19.033023541666665	,ICEP	,19.0330235416667,	-98.1875976194444	,2150.327000000000200	,0.214000000000000,
-104.60707851944444	,24.0674531		,IDGO	,24.0674531,		-104.607078519444	,1863.116000000000000	,0.199000000000000,		
-103.44603955277778	,20.684505447222222	,IITJ	,20.6845054472222,	-103.446039552778	,1656.986000000000100	,0.102000000000000,
-116.61633684444445	,31.861860297222222	,IMIE	,31.8618602972222,	-116.616336844444	,-22.222000000000001	,0.137000000000000,
-106.44586829722222	,31.74493255		,IMIP	,31.74493255,		-106.445868297222	,1113.428000000000100	,0.299000000000000,	
-102.28420341944444	,21.856153555555554	,INEG	,21.8561535555556,	-102.284203419444	,1887.823000000000100	,0.180000000000000,
-110.33074429444444	,24.14527215		,IPAZ	,24.14527215,		-110.330744294444	,-14.835000000000001	,0.156000000000000,		
-93.121762402777776	,16.749425994444444	,ITUX	,16.7494259944444,	-93.1217624027778	,551.777000000000040	,0.143000000000000,
-102.61272365277777	,22.778144319444444	,IZAC	,22.7781443194444,	-102.612723652778	,2427.672999999999800	,0.172000000000000,
-89.620317566666671	,20.980045405555554	,MERI	,20.9800454055556,	-89.6203175666667	,7.863000000000000	,0.135000000000000,
-100.31290631944445	,25.715506588888889	,MTY2	,25.7155065888889,	-100.312906319444	,521.740999999999990	,0.139000000000000,
-96.716739513888882	,17.078339952777778	,OAX2	,17.0783399527778,	-96.7167395138889	,1607.261999999999900	,0.185000000000000,
-97.86402745		,22.278320944444445	,TAMP	,22.2783209444444,	-97.86402745		,21.050000000000001	,0.148000000000000,		
-99.643472355555559	,19.293234297222224	,TOL2	,19.2932342972222,	-99.6434723555556	,2651.730000000000000	,0.148000000000000,
-101.27166457222222	,21.0027096		,UGTO	,21.0027096,		-101.271664572222	,2062.282000000000200	,0.121000000000000,		
-100.41269271388889	,20.591138258333334	,UQRO	,20.5911382583333,	-100.412692713889	,1817.973000000000000	,0.177000000000000,
-101.01566873055556	,22.144233022222224	,USLP	,22.1442330222222,	-101.015668730556	,1892.857999999999900	,0.195000000000000,
-96.114354180555551	,19.165466675		,UVER	,19.165466675,		-96.1143541805556	,3.212000000000000	,0.155000000000000,		
-92.931098566666662	,17.99041066111111	,VIL2	,17.9904106611111,	-92.9310985666667	,27.744000000000000	,0.124000000000000,
                                                                                                                                                                                                        